id,status_legacy,project_date,started_on,won_on,last_contact_on,proposal_sent_on,concept,services_array,budget_notes,location_text,next_steps,budget_low,budget_high,status
77b0a6b1-6df8-486f-873c-629782c35f06,Warm Lead,2026,10/3/2025,,10/8/2025,,"Murphy O'Brien reached out to CoC after seeing J.Crew x Puglia and wanted to hear about our agency's services. Client offered their Auberge clients for future brand gigs that come our way, specifically calling out Etéreo hotel in Mexican Mayan Riviera. Note: This is a separate opp than Wildflower Farms","[""Executive Production""]",No budget; this was just an inquiry about CoC services,TBC,Murphy O'Brien was not aware that CoC is talking to Auberge property Wildflower Farms for a separate opp. NB shared our agency deck and asked for Etéreo's events deck for our team's consideration.  SY 10/09,,,Initial Contact
77c0b8ed-dde7-4c0d-8a18-42f956ba63fb,Warm Lead,,8/26/2024,,8/26/2024,,TBC,"[""Executive Production""]",,Todos Santos,"Sue met with head of hotel in early August and they said they'd reach out in two weeks to discuss programming with us further. Theyd didn't end up reaching out, so Gaby asked Sue to follow up - 8.26",,,Initial Contact
77e6a799-6f6c-43db-94c4-770d972b4107,Warm Lead,TBC,8/14/2025,,8/27/2025,,"Bi-Annual or Annual Dinner; Client wants to host investors/founders, but not sure how to plan events strategy; NB had call and shared agency deck","[""Executive Production""]",Not disclosed,NYC (Brooklyn or Manhattan),Client is thinking about doing an annual/bi-annual dinner series that combines various people in our network (and potentially beyond) because they believe that in-person experiences and connection are foundational to what they do. There isn’t much of a concept beyond this yet. They are wary of making it overly conceptual but these things in the VC industry tend to be so commercial/ transactional that it feels like there’s a unique opportunity to do something different. SY 08/28,,,Initial Contact
7814714f-1303-4c09-b160-31ba524502cf,Complete,7/27/2025,6/18/2025,7/15/2025,8/26/2025,,Brigaid Summit,"[""Event Concepting"", ""Executive Production""]",Not disclosed,New York,"Dan Giusti asked Sue for help spreading the word about the Brigaid Summit to sell more tickets. Sue offered to help strategize how to get the word out through media, influencers, and partnerships. SY, 06/20",,,Closed Won
7848a917-c1ef-446e-9c0b-084827f85878,No-Go,TBC,7/18/2025,,8/21/2025,,Liquor Cabinet / Tastings for CoC,"[""Executive Production""]",Not disclosed,USA,Gaby's friend put us in contact. We've spoken to this company before. Unfortuantely they are unable to do partnerships for the rest of 2025 due to tax imports. SY 08/21,,,Declined by Us
78586f2d-f4b6-4473-81db-34990fbdd366,Warm Lead,May 2024,6/1/2024,,6/1/2024,,Let's Do Dinner 2024 Pitch Deck,"[""Executive Production""]",,,"Zach and Dani sent a collaborative pitch deck to Jessie to use to pitch the series to other regions. They have been extremely slow to respond, so we are going to push for 2025 events.",,,Initial Contact
7a932bcd-6e33-492e-928c-c12d8532e34a,Complete,3/1/24-8/1/24,,,,,Aruba Tourism Authority Culinary Strategy,"[""Executive Production""]",,Aruba,In Progress,,,Closed Won
7ae75e4e-512e-458f-9fba-492f912a3ccb,Prospecting,05/xx/2026,10/30/2025,,1/16/2026,,NYCxDESIGN Event ,"[""Executive Production""]",Not disclosed,New York,Client needs more time to get concrete info for 2026. NB scheduling intake call for May Event at NYCxDESIGN. SY 1/16,,,Initial Contact
7b960948-44e0-42b2-8bb1-b521b6f79785,Warm Lead,,10/22/2024,,10/22/2024,,Brand Partner Dining Experiences,"[""Executive Production""]",,TBC,"Intake here - more of an intro call. Daniel is shopping around to his team and will get back to us with opps. They want to meet Sue when she is in LA next. GD, 10/22",,,Initial Contact
7be763c1-01b1-4756-ae2a-187ee8b23e1d,Warm Lead,,,,4/23/2025,,TBC,"[""Executive Production""]",,TBC,"Niraj reached out to Sue. Waiting on further details. GD, 4/7",,,Initial Contact
81286513-b5e7-4eda-9bc2-4ff4050709ad,Complete,9/5/24,,,,,Resy x Kwame - Dogon New Restaurant Opening Event,"[""Executive Production""]",,"Washington, DC",In Progress,,,Closed Won
819cc42d-ec52-41ee-8a3d-8f85cdf18efd,No-Go,Ongoing,4/3/2025,,,6/16/2025,100th Anniversary,"[""Executive Production""]",,New York,"P&F connected us, GD hopping on a call. GD, 4/3",,,Closed Lost
82400368-7c92-4f96-a344-feaf3a1e5b5f,Warm Lead,,6/1/2024,,6/1/2024,,354,"[""Executive Production""]",,,"Reached out in June 2024, but we didnt have bandwidth",,,Initial Contact
8242eece-6082-4e94-9b89-d294e5aa044f,Complete,12/5/24,,,,,20th Anniversary Pop-Up,"[""Executive Production""]",,New York,"GD had intake call, budget is unclear, so waiitng on number and then we can tell them how we can help. GD, 10/21",,,Closed Won
82d4323e-55a7-4339-a28b-141f381fb377,Prospecting,2026,12/9/2025,,12/9/2025,,"2026 outreach; Sue met client at RoCon event; Relevant for wellness, ritual, and luxury hospitality moments.","[""Marketing""]",Not disclosed,USA,Nurture relationship for future opps. SY 12/10,,,Initial Contact
830c4e70-08f8-493c-89f1-e4c1a1f7feff,Complete,4/3/24,,,,,Men's Community Campaign Dinner,"[""Executive Production""]",,New York,2.12.24 - Men's Community Campaign Dinner Intake Notes,,,Closed Won
83809913-1671-4205-8f76-438033f61dd3,No-Go,Ongoing,4/18/2025,,10/8/2025,,New Restaurant Openings,"[""Programming""]",,New York,Preeti no longer works at Kent! Sounds like the board had let him go - per intel from Alexandra! SY 10/09,,,Closed Lost
83831726-b755-474c-be6f-532d5d95e369,Warm Lead,TBC,6/17/2025,,,,Chocolate tasting + pairing at VDL House,"[""Programming""]",,LA,"Lexie from Nunchi passed along Sue's email for an intro. SY, 06/17",,,Declined by Us
84dde9d3-334e-48e5-81ad-73aad1c00458,Complete,10/8/24,,,,,Reluxe Collab Launch Party + 4-Stop Trunk Show,"[""Executive Production""]",,"New York, Los Angeles, DC, Austin",Intake notes here,,,Closed Won
84ecd674-3d28-4913-a8a2-0e43dab76cfa,Warm Lead,,,,4/4/2025,,TBC,"[""Executive Production""]",,New York,"Sue & Gaby chatted. Looks like we could potentially do a programming scope. Next step is a tour, Gaby looped in Afoma to set that up. GD, 1/29",,,Initial Contact
8558e142-4f7d-4698-ba63-8f38caf45e2d,Warm Lead,2025,10/1/2024,,10/1/2024,,2025 Printemps NYC opening,"[""Executive Production""]",,New York,"We were in discussion with them back in 2023, but conversations stalled. Alexandra followed up after news came out about the opening in 2025. 6/5",,,Initial Contact
85940cc1-259c-4cbd-92f6-5023b30a896f,Prospecting,9/X/26,8/12/2025,,11/10/2025,,Tock Announcement,"[""Executive Production""]",$2.5M,TBC,"Resy is interested in doing a campaign to officially announce that Tock is a part of Resy; This would be part of the experiential strategy for JCE/Tock + Resy integration campaign, but the concept is TBD and will likely be part of a larger strategy Resy has yet to briefed on JA 11/13",,,Initial Contact
8598cc9d-27e1-4f2d-8dfd-18caa02adec8,Warm Lead,,,,4/23/2025,,Ira mentioned that APC has a few stateside launches on the horizon,"[""Executive Production""]",,TBC,"Lizzie connected us just around the tarrifs announcement. When I tried to shcedule a call they asked if they could have more time and they would circle back later this year when budgets will be more certain. GD, 4/23",,,Initial Contact
8615857a-525f-4357-82cd-35cbe1161261,Canceled,"12/5/24, NY",,,,,Men's Community Campaign + Holiday Dinner,"[""Executive Production""]",,New York,"This event got canceled, Alexandra negotiating a flat fee for the work we did for the proposal. 10/2",,,Closed Lost
8666a904-adff-4dbe-ad8b-2d73d98013e3,Warm Lead,2026,11/9/2025,,11/9/2025,,Perfect for RTH; Sue met them at a Sociology of Business dinner and the client expressed interest in working with CoC,"[""Executive Production""]", Not disclosed,USA,Perfect for RTH. Reach out when we're ready. SY 12/09,,,Initial Contact
86a5df80-4286-4ad3-bf21-9d02d58785ac,Warm Lead,October 2024,9/1/2024,,9/1/2024,,Creator Dinner,"[""Consulting""]",,New York,"Intake Notes here - Gaby to confirm pass, but leave the door open for 2025. 9/12",,,Initial Contact
86dfef2c-f596-4c50-b94f-c75be619152a,No-Go,,6/10/2025,,6/10/2025,,TBC,"[""Marketing""]",,New York,"Sue met Revekka and Miltos from Dion at Cafe Zaffri on 05/30. We met with discuss Dion x CoC partnership. Ultimately decided there wasn't sufficient brand alignment SY, 06/02",,,Declined by Us
8705bdb4-ad0b-4f29-8eb7-ad49ce2c21f4,Complete,May 2024,,,,,Power Lunch series with Columbia University,"[""Executive Production""]",,New York,"Theory- Power Lunch/ Columbia University Women's Day-  Production Intake Notes
",,,Closed Won
8720e852-e9be-4f0b-adf8-022f02b3509d,Warm Lead,Summer 2024,6/1/2024,,6/1/2024,,Mayfair Grill Summer Programming,"[""Executive Production""]",,TBC,"Alexandra sent proposal, Kirk said this is on hold while they figure out their BOH sitch - 4.22",,,Initial Contact
882880da-020b-4b65-92cf-3bcaecf28bc7,Warm Lead,,11/25/2024,,11/25/2024,,Cartier Luxury Top Cistomer Events,"[""Executive Production""]",,Los Angeles,"David appraoched Sue to produce the events that PRIOR would creative produce. Zach is working on a budget to help with RFP process, but this is very tbd. 10/17",,,Initial Contact
88f5a1bb-f083-4c2f-a6f8-3e6217183b63,Warm Lead,9/1/2025,3/12/2025,,,,Etsy Holiday Trends Event,"[""Executive Production""]",,TBC,"Alexandra mentioned a holiday event in September. GD sent a note to follow up for details. GD, 5/5",,,Initial Contact
890ed385-301f-4a60-884c-6d778f1c25d9,No-Go,TBC,2/5/2025,,,,TBC,"[""Executive Production""]",,TBC,"Sue is a friend and had a meeting with her to pitch our services. Tiffany wants to set up a call in March. GD, 2/5
Sue said to ignore/let this opp pass. SY 08/12",,,Declined by Us
8b39f264-9790-4730-aa1c-b11169d73a6c,Complete,2025-2026,7/17/2025,7/21/2025,8/5/2025,,Cadillac event,"[""Programming""]",,New York,"Client reached out for creative consultation regarding luxury client Cadillac. SY, 07/22",600,600,Closed Won
8b8522aa-7ce1-4c10-b74c-6ec79da32bda,No-Go,2026,10/30/2025,,1/7/2026,12/10/2025,"As Food & Wine continues to expand their events business and deepen relationships with the hospitality industry, they are looking for a potential partner to add some secret sauce to their most high-profile programming. Specifcially for Aspen Food & Wine Classic","[""Executive Production""]",Not disclosed,NY,Client chose a different agency. SY 1/7,,,Closed Lost
8c151875-eec3-4cd7-86f0-edab61584353,Proposal Phase,6/X/26,11/19/2025,11/19/2025,2/19/2026,,US Summer Influencer Trip,"[""Executive Production""]","1,000,000 all-in",US,"GD kicking off proposal phase. GD, 2/20",0,1000000,Closed Won
8c739a2c-4d7d-41ff-8ad8-092516d2ea0a,No-Go,11/11/2025-11/22/2025,8/18/2025,,9/23/2025,9/16/2025,Pujol WSA Residency - Creative Production,"[""Concepting"", ""Executive Production""]",$50-60k,New York,WSA handling full production. CoC no longer needed. SY 10/06,50000,60000,Declined by Us
8ce3477f-6c1c-40c9-9a6a-ef46da9bc4dd,No-Go,,,,4/23/2025,,40th Anniversary,"[""Event Concepting"", ""Executive Production""]",,New York,"Jo met with Katie and looped in Gaby. GD, 2/13",,,Declined by Us
8e2ae8c5-75e4-4486-9867-e6b53b9543fb,Warm Lead,,,,4/23/2025,,TBC,"[""Executive Production""]",,TBC,"Negin reached out about a Monses Dinner. It didn't work out, but there are potential opportunities for Fashion Week and the Met. Sue let me know that they chose another venue/partner for The Met but that she set her up with a site visit and dinner at The Twenty Two. She'll be back in May and Sue will reach out then to connect with her about future opps. GD, 4/3",,,Initial Contact
8e709235-6c0a-4705-b45d-670669fed1cf,Canceled,12/1/2025,4/25/2025,,8/12/2025,7/2/2025,UNIQLO Showroom,services_array,Not disclosed,New York,"GD scheduling intake. GD, 5/15",,,Closed Lost
8eac4a6f-d689-4ce0-bb09-1fa226ef4ee9,Complete,11/20/24,,,,,Resy PR Event,"[""Liquor Cabinet Program""]",,,,,,Closed Won
8f2632e0-ccd9-4e97-88e5-ee321eefbb7c,No-Go,10/1/2025,7/12/2025,7/14/2025,7/14/2025,,"Veronica Beard ""Bodega""","[""Executive Production""]",,New York,"They're not able to make the bodega happen due to budget, but they're building out holiday and spring 2026 now so maybe for next year SY 07/18",,,Declined by Us
8fa97635-cfae-4fb1-a10a-b2271e613aa3,No-Go,10/25/2025,8/8/2025,,8/19/2025,,Eames House Cocktail Party,"[""Consulting""]",Not disclosed,Los Angeles,"Budget was unfortunately too low for us to take on this production. We provided vendors/partner recommendations and expressed interest in future partnerships. SY, 08/28",,,Declined by Us
92a0b1ad-4400-4a71-b27e-a68a25d9a7cc,Warm Lead,,,,2/25/2025,,Austin Hotels,"[""Gifting""]",,Austin,"Shane connected us, GD setting up a call. GD, 1/30",,,Initial Contact
93ead0b3-eea0-44d1-b10c-f0cf939cf688,Prospecting,2026,12/9/2025,,12/9/2025,,2026 outreach; SC met CEO Clare at RoCon; She offered to introduce Sue to the James Beard events team. Natural alignment given CoC's food and hospitality positioning.,"[""Executive Production""]",Not disclosed,USA,JBF offered to intro CoC to events team. SY 12/10,,,Initial Contact
942e1f9c-69e3-49fa-9c07-3975e813654e,Complete,1/1/24 - 5/31/24,,,,,Rebrand Launch,"[""Executive Production""]",,N/a,"Scope Completed, Boutique on payment plan for Final Invoicing",,,Closed Won
9499bca0-d5a2-422a-aa30-0c06af627401,Prospecting,2025-2026,9/16/2025,,9/16/2025,,Vanessa working on setting up an intro to their team. ,"[""Executive Production""]",Not disclosed,TBC,"TBC - Vanessa has a close friend who is the Brand Experience Director of LVMH; Interested in seeing CoC agency deck. GD, 9/19",,,Initial Contact
952858d3-dcf0-4548-9e26-eea75189b151,Complete,Ongoing,,,,,Retainer Model,"[""Executive Production""]",,,"In discussion with Natasha about retainer model, we sent proposal and are in negotiations phase. ",,,Closed Won
95d9041f-1089-45ca-acbf-a601e6ddf129,Canceled,Fall 2024,,,,,Restaurant Sponsorship Creative Scope,"[""Executive Production""]",,,Intake here ,,,Closed Lost
96297720-4781-49ef-ad85-781da26f01ef,No-Go,,,7/1/2024,7/1/2024,,goop x Loro Piana Launch Event,"[""Event Concepting"", ""Executive Production""]",,"Montecito, May 3","Ended up passing due to budget, but know about our services and will keep us in mind for upcoming events in Summer 2024.",,,Declined by Us
97c781dc-7e18-44e4-bf8e-8ff3a4403050,No-Go,2025,,10/1/2024,10/1/2024,,Wirecutter Guides VIP Events,"[""Executive Production""]",,TBD,"Intake Notes here, we sent proposal earlier in the year, didn't hear back. Gaby to ask about the potential for this in 2024 in the Fall - 8.5",,,Closed Lost
97cc5d20-22ce-4e9b-baef-e687e706ebbd,Warm Lead,,,,4/4/2025,,Goldbelly x NBC Opp,"[""Executive Production""]",,TBC,"Connected with us over Chef's Table and also wanted to chat about an event opp. We sent through our deck and are waiting to hear back. GD followed up. GD, 4/3",,,Initial Contact
980182ad-c253-49bb-b10c-094acc04a8f6,No-Go,,,9/1/2024,9/1/2024,,TBC Projects,"[""Executive Production""]",,TBC,"Reached out about work, we told them we are at capacity - 9/11",,,Declined by Us
9830ddaa-05d7-4760-863f-29f8d6b513f7,Complete,12/9/2024,,,,,Theory Holiday Dinner,"[""Executive Production""]",,New York,Intake here - waiting on final date. We can take this on if it's in December. ,,,Closed Won
98b8074e-8f80-4e3f-b785-4b6d73d76e4a,Complete,7/17/24,,,,,Made in Italy Summer '24 Collections Event,"[""Executive Production""]",,New York,Scope Complete,,,Closed Won
98cc2250-d1fa-4572-a7df-fac4367eb255,Complete,10/29/24,,,,,"Holiday Press Event, NY","[""Executive Production""]",,New York,Intake Notes here - Gaby confirmed that we'd like to move forward with the client and will kick off proposal phase - 8.16,,,Closed Won
9a6a6073-e70f-46b2-b175-631a08671973,Warm Lead,8/1/2024,4/1/2024,,4/1/2024,,2-Day Summit on Future of Hospitality,"[""Executive Production""]",,NOLA,"Gaby + Sue took intake call, they need to get back to us on budget before we move forward with a proposal. They also need major help in getting sponsors to back this, so we'd need to first charge them for that to determine if we can move forward with event. Intake notes here. 4.24.24",,,Initial Contact
9a9e3063-8222-4bb8-b605-90b7373383f8,In Progress,2/10/26,11/19/2025,11/19/2025,11/19/2025,,Feb NYFW Event,"[""Executive Production""]",$300K all-in,New York,"Cam shared full 2026 calendar. GD working on scheduling proper intake. GD, 11/21",,,Closed Won
9b12b7ac-a849-49c9-b529-51ab2cb21165,Warm Lead,,1/21/2025,,1/21/2025,,TBC,"[""Executive Production""]",,TBC,"Intake notes here. GD sent deck, waiting on response. GD, 1/17",,,Initial Contact
9b3882aa-6da6-4683-a04c-f3a65feb3216,Warm Lead,,12/3/2024,,12/3/2024,,LA Exhibition,"[""Executive Production""]",,Los Angeles,"Gaby sent form to review opp, we're passing on the overall gallery activation, but are pitching VIP dinners - 7.9",,,Initial Contact
9ef8dc3a-f437-4767-8d14-2cee264ca853,No-Go,12/04/2025,11/3/2025,,11/5/2025,,"In-restaurant film screening about going to Siciliy to harvest olives for new Upside Pizza recipe; Client wants assistance with RSVPs (it-girls, Laila Gohar's of the food world, chefs, KOLs, press)","[""Marketing""]",$10k,NY,Passed due to bandwidth and short notice. SY 11/07,,,Declined by Us
9f333d0c-1133-4a41-b659-759517626f36,Warm Lead,2025-2026,6/18/2025,,9/17/2025,9/10/2025,Brigaid Programming Retainer,"[""Executive Production""]",$4K/month - Annual Term ($48k),USA,"SY followed up on SOW, but no response or feedback. SY 09/25",48000,48000,Initial Contact
9f3d652d-c0c3-4cde-b8f0-fc3762516840,Complete,5/5/2025,3/28/2025,4/10/2025,,4/22/2025,Met Gala Event,"[""Programming""]",,New York,"Intake notes here. Internal go-no-go. GD, 4/3",,,Closed Won
9f631136-2cd3-4629-ad01-8e7128164f84,Prospecting,2026,12/15/2025,,12/16/2025,,2026 planning; potential fit for RTH,"[""Programming""]",Not disclosed,USA,SY to schedule intake call; perfect RTH client. SY 12/16,,,Initial Contact
a01721e5-31ba-44f0-b216-6f5bd4fdca02,Warm Lead,,7/1/2024,,7/1/2024,,TBD,"[""Executive Production""]",,TBD,"Emily reached out about a pop-up, but we passed because it was more about fabrication and less about brand building. We offered OVERNIGHT as an option, and they let us know they'll keep us in mind for future opps that are more relevant to our work. Sue/Gaby to follow up in July to see if they have any Fall events planned. 6.4",,,Initial Contact
a0708ebf-b17a-4fa1-8c12-194c8069dda4,No-Go,10/08/25,9/26/2025,,10/1/2025,,Intimate Dinner for networking; Potentially exploring quarterly dinners like this,"[""Executive Production""]",$10k,NY,"We turned down this opp due to small budget, but sent the client our agency deck and shared our services for future events planning. SY 10/01",,,Declined by Us
a0e7df0f-7cbb-4467-ae82-9e54cf9fd5ca,Prospecting,2026,12/9/2025,,12/9/2025,,2026 outreach,"[""Executive Production""]",Not disclosed,USA,We worked with her team recently on the Wild Cherry event. Strong relationship to nurture; ideal for future Dior or LVMH experiential moments. SY 12/10,,,Initial Contact
a0f70b7d-2f1b-47b7-87bd-bacd671b2ab2,No-Go,10/1/2025,7/12/2025,,7/22/2025,,10th Anniversary Party,"[""Executive Production""]",,New York,,,,Declined by Us
a15b8372-ac2a-42e7-89dd-9d6589ce8248,No-Go,12/xx/2025,8/26/2025,,10/18/2025,,They wanted to bring those statues that they made at the Serpentine and bring them to the Botanical Gardens in Miami during Basel. Then they wanted to host a b-fast with CoC doing the food/production.,"[""Executive Production""]",Not disclosed,TBC,"Sue met with CEO + they have some great, but nascent ideas for 2025/2026. Passed due to bandwidth and lack of cohesive concept. SY 11/18",,,Declined by Us
a1f2cfca-741c-4189-87cb-99e576f64886,Warm Lead,N/A - Liquor Cabinet ,7/15/2025,,9/15/2025,,Pitching Liquor Cabinet Program,"[""Executive Production""]",Not disclosed,TBC,"Back in August, client asked for time to review Liquor Cabinet Program internally. SY followed up on 09/15.",,,Initial Contact
a1f307b3-7125-4861-9caa-7958a418d101,Complete,10/28/24,,,,,J.Crew Neptune Papers Dinner,"[""Executive Production""]",,,,,,Closed Won
a24c7caa-8d3f-4f9d-8283-9189a315f117,Complete,Retainer - 9/1/24 - 4/15/25,12/19/2024,7/31/2024,,3/6/2024,"Retainer, 9-Month Term.","[""Consulting""]",,New York,"Scope here, September 1 start date. Gaby checked in for confirmation of dates, waiting on final feedback for contracing - 8.26",,,Closed Won
a2dcce50-1fff-44a9-b48f-bb704f9a8ec6,Warm Lead,11/19/2024,10/1/2024,,10/1/2024,,Homeware Launch,"[""Marketing""]",,New York,"Intake here - budget is super slim, but we are waiting for them to share images of their line so we can point them towards a venue or freelance producer who could take this on - 9/30",,,Initial Contact
a2fbf20c-5e5c-47a6-a580-4cf8d3cb4cc4,Warm Lead,TBC,2/26/2025,,,,TBC,"[""Executive Production""]",,TBC,"GD had an intro call. They have our deck and will keep us top of mind for future events. GD sent follow up, 6/12",,,Initial Contact
a30db973-2b8f-4f09-9055-c0428cf3c3bd,No-Go,11/20/2025,9/24/2025,,10/22/2025,,Gio Ponti Objects Collection Launch,"[""Executive Production""]",$10k,NYC,"CoC offered Culinary/Creative Direction scope instead of Culinary Production due to smaller budget. Client expressed interest, but would still need to increase budget in order for CoC to meet goals. Client could not increase budget and needs so we will have to pass here. SY 10/22",,,Declined by Us
a3230e27-942b-4f34-a1c4-f4709b7d7f48,Complete,9/5/24,,,,,J.Crew NYFW Event,"[""Executive Production""]",,New York,Intake Notes here ,,,Closed Won
a3299e09-e235-43e1-af37-59e54feaf96c,Warm Lead,Summer 2024,4/1/2024,,4/1/2024,,Hospitality Launch + BK Store Opening + Matisse Collection Launch,"[""Executive Production""]",,,1.26.24 - East Fork Pottery Intake Notes,,,Initial Contact
a4b324e9-952e-44f7-a5a5-34d4aeba911e,Warm Lead,,9/2/2025,,9/9/2025,,YUZUCO is supporting the bake sale but are also interested in hearing more about gifting and/or liquor cabinet.,"[""Executive Production""]",Not disclosed,New York,"GD had a call with them, but they don't have the budget to work with us at this time. GD, 1/8/26",,,Initial Contact
a73f9be1-4ee7-4242-9187-5b81cf2d7725,Prospecting,2026,11/13/2025,,2/17/2026,,2026 planning,"[""Programming""]",Not disclosed,TBC,SY setting up call for March to chat 2026 planning. SY 02/20,,,Initial Contact
a787ab4e-87de-43c9-9494-d88c6b14b24d,No-Go,TBC,8/26/2025,,8/27/2025,,Ann Kim reached out for an exploratory call to brainstorm for event with 99 Ranch. Client is interested in creating a 99 Ranch cookbook. Gaby recommended publisher and path forward.,"[""Executive Production""]",Not disclosed,TBC,Susana + Gaby met with Ann who is trying to convince the 99 Ranch Founder to write a book and wanted to brainstorm what brand evolution could look like. Idea is very nascent. No action items need. SY 09/04,,,Declined by Us
a80abe22-a0ae-46ee-bd90-1e2181571145,Warm Lead,9/1/2025,3/4/2025,,,,Cherry Lane Theater Opening,"[""Executive Production""]",,New York,"Intake Notes here. Waiting on go-no-go from client. GD sent follow up, 6/11",,,Initial Contact
a8265a35-ea51-46f0-a3e1-999ded089fef,Complete,6/7/2025,1/12/2025,5/22/2025,8/29/2025,5/30/2025,Materialists After Party,"[""Concepting"", ""Executive Production""]",$65k,New York,"Re A24, this is for Materialist. The first activation is on the 30th but we're not involved in that. We'd only be involved in the after party on Mon, Jun 9. They are currently confirming talent hence the wait. Location would already be locked in and it's 620 at Rock Center (which I helped them get!) Theme is a ""wedding"" like party. SC, 4/30",65000,65000,Closed Won
a8a17a88-5e3a-4ba8-84ad-1f165d57767a,Warm Lead,Fall 2025,8/25/2025,,9/4/2025,,"Korean American restaurant opening in Pacific Palisades; F&F, vip gifting, opening week party production; NB pitched agency services and shared agency deck but client appetite is low and budget has yet to be decided.","[""Event Concepting"", ""Executive Production""]",Not disclosed,LA,"Client has yet to bite on agency services. NB not following up because restaurant location is in Pacific Palisades + likely difficult to get CoC crowd to. SY 09/24
",,,Initial Contact
a90b5adb-b34b-4b21-ad49-a824d4779494,Complete,2/17/26,8/25/2025,12/3/2025,1/16/2026,,NYT Cooking Lunar NY event,"[""Executive Production""]","$84,375",New York,In Progress -JA 1/16,84375,84375,Closed Won
a9c5b6b4-d37b-4331-b832-6865daf69951,Canceled,,,,4/23/2025,,Opening + Ongoing Chef Series,services_array,,"Fingerlakes, New York","Intake here, Gaby met full Woodbine team and shared budget range. They confirmed they have a cap of $200K all-in and will get back in touch once they have a PR agency who can serve as a thought partner on the event. GD followed up with Beth in March, and she told me they are still sorting out details and that the event has been pushed to August. GD, 4/3",,,Closed Lost
ab723ce3-12ee-422b-8c0e-0d3f2c84beef,Prospecting,03/XX/2026,12/10/2025,,12/11/2025,,Doladira party at TAO,"[""Liquor Cabinet Program""]",Not disclosed,USA,Follow up in early January for event. That's when staff will be trained and product will be in TAO. SY 12/11,,,Initial Contact
abe0561e-d3fa-4b4d-ab6d-2fbdf10f2518,No-Go,TBC,9/5/2025,,9/5/2025,,Resy Rx Sponsored Events - RSVP/Guestlist support,"[""Executive Production""]",$150-200k,NY & LA,"Resy has ~20-30 more In-Rx Sponsored events for 2025- and a desire to have more notables, tastemakers and industry mavens attend their events versus the ""typical foodie influencer."" Next step is for Jo to finalize scope with Natasha. She will send to Gaby/Alexandra for review first. SY 09/12",150000,200000,Declined by Us
ac642178-0a33-4832-a20b-ad8276791d33,Complete,10/6/2025,5/7/2025,5/1/2025,9/24/2025,8/22/2025,"The Veggie ""Chickpea Anxiety""","[""Consulting""]",$25k,New York,All items in Production; shipping to begin the week of 10/06,25000,25000,Closed Won
ac94776e-ed5b-49c4-bbc7-e7e44c3d383d,Prospecting,xx.xx.2025,9/26/2025,,9/29/2025,,TBC; Square is trying to get more into hospitality industry. GD's friend getting CoC in contact,"[""Gifting""]",Not disclosed,NY,Check in mid-Oct one they get past their event 09/29,,,Initial Contact
ad05774d-da01-43c9-b02b-dbdaf0136797,No-Go,11/13/2025,10/6/2025,,10/20/2025,,MLB Gifts; Cy Young Award Winner + 400 Homerun award gift ,"[""Executive Production""]",Not disclosed,USA,Passed due to bandwidth. Will circle back mid-November to chat 2026. SY 10/21,,,Declined by Us
ad847187-d9c2-43cb-be1b-d160d35fc4f8,Canceled,,9/1/2025,,6/11/2025,,10th Anniversary Party,"[""Executive Production""]",,New York,"Sue had a meeting with Thessaly. They're still sorting out details. GD to reach out closer to the event to move forward with proposal process. GD, 3/26 The client decided to postpone party due to budget constraints. SY, 06/11",,,Closed Lost
aea055c9-5086-4f4b-a276-6898a46b56f6,Warm Lead,,7/1/2024,,7/1/2024,,WhatsApp Dinner Series,"[""Executive Production""]",,TK,Daniel from Lede let us know in April he's waiting to meet with Whatsapp and will get back to us. Gaby asked Sue to follow up - 5/31,,,Initial Contact
af2ca2b9-62b7-42a4-833a-9ce490b6964d,No-Go,,,12/3/2024,12/3/2024,,A24 Movie Chocolates,"[""Executive Production""]",,TBC,"Had a call, they don't have much budget. GD, 12/3",,,Declined by Us
af5cf51f-1fae-434d-b0aa-1187e737cb77,In Progress,2026 Retainer,9/11/2025,,9/11/2025,,2026 Retainer Model,"[""Executive Production""]",Not yet disclosed,,Next step is for GD to draft a scope for alexandra to review. SY 09/12,,,Closed Won
afdcf392-748e-4824-bc68-e5f99202344d,Warm Lead,,7/1/2024,,7/1/2024,,TK Event,"[""Event Concepting"", ""Executive Production""]",,TK,"Gaby had intro call with their team on 4/10. They don't have anything specific at the moment, but love what we do for J.Crew and may have a potential opportunity for us in the Fall. Gaby will check in with them in the summer.",,,Initial Contact
b0e91e30-46de-401d-837c-080d5f8636b6,Warm Lead,08/012025-10/31/2025,6/23/2025,,7/7/2025,7/2/2025,Osteria Audit & Relaunch,"[""Executive Production""]",,LA,"After sharing SOW with client, we are hopping on a call with Kristin + Sue to chat throw SOW on 09/10. SY 09/04.",,,Initial Contact
b2172c58-1d54-4b9b-b577-b5c82eba8f22,Canceled,11/09/2025-11/10/2025,6/25/2025,,10/17/2025,9/11/2025,RAW Wine 2025 in NYC; Client requested Influencer + Talent Programming SOW,"[""Executive Production""]",$6k,New York,No next steps. Client's budget didn't allow for engagement this year. SY 10/17,,,Declined by Us
b28aee12-320f-44cb-b71d-d45a2ba5dc4a,Complete,8/1/24,,,,,Resy x Moby’s: The Summer Pizza Series,"[""Executive Production""]",,,,,,Closed Won
