id,status_legacy,project_date,started_on,won_on,last_contact_on,proposal_sent_on,concept,services_array,budget_notes,location_text,next_steps,budget_low,budget_high,status
de00d342-b829-480d-9b2e-1f4560a1c90a,Complete,11/12/2025,9/4/2025,,10/2/2025,10/1/2026,Resy is looking to do another invite influencer/media event for their YE trend report,"[""Executive Production""]",$125k,New York,Production in motion,,,Closed Won
df34fb57-ab25-4bb8-aa46-61d5b578134c,Prospecting,5/X/26,11/26/2025,,2/20/2026,,Planning for 2026 and we talked about how CoC can help. Client wants to set us up as a Vendor w/ L’oreal. First event would be Mother’s Day ,"[""Executive Production""]",Not disclosed,NY,"Sue is doing a talent event with them. GD met with Victor and we kicked off the procurement process to get into L'Oreal's system. GD getting details on Mother's Day event. GD, 2/20",,,Initial Contact
dfa63d24-129f-44ec-97a6-6f64f9fcf1ed,Prospecting,06/X/2026,10/10/2025,,3/20/2026,,Formentera-based activation for summer 2025,"[""Executive Production""]",$400k,"Formentara, Spain",SY sent creative direction scope to assess client appetite. Awaiting feedback. SY 03/20,400000,400000,Qualified Lead
e0c52a71-c796-4a1b-966c-3a52ccbe8ed9,Contracting Phase,1/12/26,11/13/2023,,2/20/2026,12/17/2025,"Retainer, 6-Month Term. Production would be charged seperate. Sue + Gaby had breakfast with team and reignited partnership possibilities.","[""Executive Production""]",$10K retainer/month,New York,"Corey and Gaby finalized scope terms and looped in Alexandra for contracting. Kick off happens 2/23. GD, 2/20",120000,120000,Closed Won
e0c7ca7e-70d8-46f7-a5ab-3b5be2203214,Warm Lead,9/1/2025,5/6/2025,,,,NYFW Event,"[""Executive Production""]",,New York,"Lori mentioned this was happening and asked for case studies. GD sent follow up, 6/12",,,Initial Contact
e14d5380-39d5-4ad4-8fef-71c0f2fc7b5c,Prospecting,2026,11/10/2025,,11/14/2025,,2026 planning,"[""Marketing""]",Not disclosed,TBC,SY reaching out about 2026 planning. Client says let's circle back in mid-January SY 11/14,,,Initial Contact
e24f5d68-835e-4bc5-95fe-5d58908fff19,Prospecting,2026,12/1/2025,,12/12/2025,,marketing for brand,"[""Executive Production""]",Not disclosed,TBC,"Client wanted exploratory call as they build their marketing program for 2026. Not ready to work together, but shared our agencies fees and services. SY 12/17",,,Initial Contact
e282d8a7-f515-4553-a3e9-f504a077dd6a,Warm Lead,,11/25/2024,,11/25/2024,,Rouge Event,"[""Programming""]",,New York,"Gaby connected with Coco. She has an upcoming launch with Rouge. Timing is tight, but I told her to send details and we can review in full from there. 10/22",,,Initial Contact
e3249960-e971-4ae8-989d-3aba9b4a8bc6,Canceled,Summer 2025,4/4/2024,,,,Asian Filmmaker Dinner,"[""Programming""]",,TBC,"Event was initially for Feb, but got postponed due to LA fires. Given the political climate, not sure if this is still happening. GD checked in with Daniel. GD, 5/1",,,Closed Lost
e336dc8e-76b9-4a47-9ac4-742af70fa29d,Prospecting,2026,7/10/2025,,9/24/2025,,New Jersey Press Trip,"[""Executive Production""]",Not disclosed,New Jersey,Client wants to circle back for 2026 events. Client really liked the idea of an overnight press trip for NJ. NB will circle back at top of the year. SY 09/29,,,Initial Contact
e3457b21-fceb-4a02-9052-f684e525f900,Warm Lead,,7/1/2024,,7/1/2024,,N/A- General 2024 Meet-and-Greet,"[""Executive Production""]",,N/A- General 2024 Meet-and-Greet,"General 2024- Marimekko - Meet-and-Greet
Gaby shared services deck- Marimekko to let us know if they have projects to reach out about",,,Initial Contact
e363f280-3d71-468f-bf81-2cf6ee23f33f,Warm Lead,,,,5/5/2025,,TBC,"[""Executive Production""]",,TBC,"Intake Notes here - they want us to help manage their PR plan and local agencies. Giulia sent their full calendar, GD working on SOW. GD, 1/22",,,Initial Contact
e4204927-8655-4bdc-85e9-5f894026fd32,Complete,8/17/24,,,,,Resy x Moby’s: The Summer Pizza Series,"[""Executive Production""]",,,,,,Closed Won
e4561f86-9505-4f95-b63b-923b769e0c53,Warm Lead,11/13/2024,9/1/2024,,9/1/2024,,Emma Chamberlain Activation,"[""Executive Production""]",,TBC,"Intake Notes here - Gaby sent note to Kristin that budget is too tight. We pitched the idea of only creative consulting and helping with RSVPs, waiting to hear back. Gaby followed up - 8.22",,,Initial Contact
e487bd7b-2e75-4a97-8cf3-dd722e9dd564,Complete,July 2024,,,,,Unapologetic Food Series,"[""Executive Production""]",,"Los Angeles, Chicago, DC",Scope Completed,,,Closed Won
e4a2519a-6ba3-4f72-a0f3-12c203357675,In Progress,10/14/2025,4/15/2025,4/15/2025,9/24/2025,9/19/2025,J.Crew x Alex Eagle Showroom Styling; Client wants both NY + London events,"[""Executive Production""]",$150k,London + NY,Included in list of event Cam sent to have on our radar. 4/17,,,Closed Won
e4f86d93-2f83-4b6b-a7bb-38677cd2725d,In Progress,11/10/2025,7/10/2025,8/14/2025,8/28/2025,8/8/2025,MAD Mondays,"[""Consulting""]","$3,250",LA,New Biz is onboarding Jake + Cole on 08/25,3250,3250,Closed Won
e7470800-6d0c-4358-81b9-4106e1ad5fa4,No-Go,2025-2026,8/8/2025,,9/4/2025,,Casa Cruz Programming,"[""Marketing""]",Not disclosed,New York,"Sue ultimately decided to pass, not the right brand fit. SY + GD still going to go meet founders in person and check out space. SY 09/15",,,Initial Contact
e7d84678-c629-4593-9cc5-31a02352f7ed,No-Go,02/XX/2026,12/15/2025,,1/16/2026,,"They have a tiny team, lots of inbound partnerships, and events are core to their brand but not scalable in-house. They’re looking to Care of Chan as a flexible experiential arm to execute and/or lead creative so the client can confidently sell more ambitious programs.","[""Executive Production""]",Not disclosed,USA,"Client will update us next week on whether Etsy (and possibly Shopify) are moving forward and with what timing and budget. Once you know that, we'll schedule a short intake call to define scope (creative vs full production), costs, and a plan, while keeping Ace as a larger 2026 project to scope later. SY 12/17",,,Declined by Us
e7f95777-f454-43b0-94ad-e229e67c884a,Complete,6/13/25 - 6/20/25,9/24/2024,9/24/2024,,,Summer Hotel Partnership,"[""Executive Production""]",,TBC (International),Intake here,,,Closed Won
e8afdc52-25ce-402b-a6ca-41b6af0357c3,Complete,8/7/2025,4/15/2025,4/15/2025,8/20/2025,,J.Crew x Vans Party,"[""Executive Production""]",,New York,Client Brief here. Included in list of event Cam sent to have on our radar. 4/17,,,Closed Won
e8d14176-db55-447b-a7af-04a441caafaf,Warm Lead,,9/1/2024,,9/1/2024,,N/a,"[""Executive Production""]",,,,,,Initial Contact
e8eab879-3d1a-4d3d-a20a-d06c838977f5,Complete,2/1/2025,1/24/2025,1/24/2025,,,Creator Days,"[""Executive Production""]",,New York,"Intake here, GD sharing scope with Holly for review. GD, 1/15",,,Closed Won
e97886e5-1ef0-4c28-b289-44bce1eaf3e4,Complete,5/7/2025,2/5/2025,2/20/2025,,,Well Festival 2025,"[""Programming""]",,New York,"GD scheduling a call to chat through details. GD, 2/6",,,Closed Won
eaa6e02c-7d4b-4a13-ab9d-5dcfc89647fe,Warm Lead,,7/1/2024,,7/1/2024,,LP & Founder Dinner,"[""Executive Production""]",,"NY, September 25","Gaby sent form & scheduling intake call to get more details, we ultimately passed, but Marci is in touch to discuss what our 2.0 services could look like for their corporate events - 7.15",,,Initial Contact
eab43107-2aaf-41f6-8d41-8ddf9771b51f,Prospecting,11/X/26,11/19/2025,11/19/2025,11/19/2025,,US Winter Influencer Trip,"[""Executive Production""]",Not disclosed,US,"Cam shared as fuller 2026 calendar. We're holding the dates and GD will schedule intake as we get closer to the event date. GD, 11/21",,,Initial Contact
ebbb6eee-5775-4fd4-b57a-e299680f0d28,Complete,September-December 2025,7/17/2025,8/5/2025,11/20/2025,9/23/2025,Made by NYC Salon Series - Fall 2025,"[""Concepting"", ""Executive Production""]","$255,000 all-in",New York,,,,Closed Won
ebe9463a-7c42-4cab-87b0-2dccdb4884e6,No-Go,9/25/2025,,8/1/2024,8/1/2024,,The North Face PFW Event,"[""Event Concepting"", ""Executive Production""]",,Paris,"Intake Notes here - we ended up passing on this, but will keep in touch with Lede for future opps. 8.22",,,Declined by Us
ec1365bf-f57d-449e-9afc-e2721fd7dccf,Prospecting,2026,11/18/2025,,2/20/2026,,"2026 planning for the Chobani cafe as an ongoing experiential/PR platform, starting with a Valentine’s Raspberry Rose creamer launch. Awaiting more details.","[""Executive Production""]",Not disclosed,TBC,"Client to send a rough events calendar plus sample press/influencer targets, and then we can scope a potential role for us around talent and future cafe programming. Client has been unresponsive. SY followed up again on 02/20. SY 02/20",,,Initial Contact
ed6e015f-aef7-4eb3-8fa8-83cbf6af3f61,No-Go,2025/2026,11/5/2025,,11/14/2025,,Client hosts a dinner series called A Moveable Feast + is separately also working to develop a full blown automated pizza concept with the tech company Picnic Works. ,services_array,Not disclosed,New York,Passed due to concept + condensed timeline. SY 11/14,,,Declined by Us
ed930116-b677-4515-888a-687dec61c59e,In Progress,Retainer - 1/1/25-12/31/25,3/1/2025,4/1/2025,,,2025 Retainer Model,"[""Liquor Cabinet Program""]",,,,,,Closed Won
ed9a8163-43de-4728-92cf-143f5fe1152d,Warm Lead,Summer 2025,2/11/2025,,,,LA Opening,"[""Executive Production""]",,LA,"Sue sent our deck. They mentioned their may be opportunities in the summer. GD, 2/12",,,Initial Contact
edf877bd-1ac6-4aa7-8362-2ddc42790c0e,Canceled,Q3 2026,11/10/2025,,11/10/2025,,Amex Member Week,"[""Consulting""]",Not disclosed,TBC,Amex Member Week will not take place this year! They are taking the year to rethink strategy. JA 1/16,,,Closed Lost
eea54c38-7681-4cf0-ac9b-0b453319e09f,Warm Lead,N/A - Liquor Cabinet ,7/14/2025,,8/21/2025,,Liquor Cabinet Program,"[""Gifting""]",Not disclosed,TBC,"Reached out via Typeform, pitched Liquor Cabinet Program, no response despite follow-ups. SY, 08/28",,,Initial Contact
eea65646-effa-4852-97cf-5657dd7165af,No-Go,12/31/2025,10/16/2025,,10/23/2025,,Overstory's annual NYE party,"[""Executive Production""]",Not disclosed,NY,Passed due to bandwidth + holiday office closure. SY 10/28,,,Declined by Us
ef6b00a0-7906-4083-a250-88fe0751c279,Prospecting,09/xx/2026,10/2/2025,7/14/2025,2/6/2026,,Multi-city Fall Activation Series; Needs CoC to help concept + produce,"[""Executive Production""]",$250k flexible up to $1M,"New York, London, Paris, Dallas (TBD)",Client needs more time to align internally. SY 02/06,250000,1000000,Qualified Lead
ef930636-6ca0-4d6b-9946-803ab97e9086,Warm Lead,,,,4/3/2025,,Brand Takeover at the Standard,"[""Executive Production""]",,Miami,"Reached out, Gaby sent form, and then will schedule an intake. GD followed up for them to fill out form. GD, 1/29",,,Initial Contact
f195bde3-84d1-472b-ae8f-8d936a0f2b17,No-Go,,,12/3/2024,12/3/2024,,Spring Collection Bakery Takeover,"[""Executive Production""]",,New York,"GD took call, Intake Notes here. Internal Go-No-Go with Alexandra & Sue. Recommended passing. GD, 12/3",,,Declined by Us
f1cdafdb-5517-4986-8a88-4ff338bce984,Warm Lead,TBC,6/10/2025,,,,Zach/Gaby reaching back out to pitch Vendor/Agency agreement - Client really enjoyed working with CoC during A24's project,"[""Executive Production""]",,New York,"CoC hosted the A24 Materialists after-party at the Plaza Oak Room. The staff was a pleasure to work with and requested a meeting to see how we can work together more. SY, 06/11",,,Initial Contact
f2522f5c-44c5-43b3-bd5e-a407ea3ed1b2,No-Go,10/xx/2026,10/20/2025,,3/6/2026,,"2-3 events, including: 1 cocktail event for a larger group of guests (pax depending on capacity) and 1 more intimate dinner.","[""Event Concepting"", ""Executive Production""]",$65k,TBC,Passed due to budget. SY 03/06,0,65000,Declined by Us
f3a881ed-7bbe-4568-a879-b2259dfc6f45,Warm Lead,,6/18/2025,,6/18/2025,,TBC,"[""Executive Production""]",,TBC,"Sue had convo with Stacey when she came by the office. 2026's Nothing New was mentioned as potential collaboration. SY, 06/23",,,Initial Contact
f4b7116b-296f-4f76-9576-3367b82cf1b2,Complete,9/9/2025,4/15/2025,4/15/2025,9/2/2025,8/8/2025,NYFW VIP Event,"[""Executive Production""]",,New York,"Sue & GD hopping on a call with Lauren in the next couple of weeks. GD, 4/8",,,Closed Won
f65607aa-3381-4cb9-a40c-3767960b08e9,Prospecting,2026,4/1/2024,,2/3/2026,,New Store Opening,"[""Executive Production""]",Not disclosed,Los Angeles,"Gaby was in touch a couple years ago. Salt and Stone is doing really well lately, so Gaby reached out to check in. They don't have anything specific coming up, however, their Art Director let me know they will be working on a new store opening this year, so we can potentially work with her on that. Once we have our new agency deck, we can send to her to check in. GD, 2/3",,,Initial Contact
f6b34678-8b76-46a4-9f30-4e39438b461d,Canceled,,,7/1/2024,7/1/2024,,The Nursery,"[""Executive Production""]",,TK,"Sue sent proposal, Shane passed because they hired an events person, but they want to explore a scaled back program. Gaby connecting with Events Director in July to discuss what that would look like - 7/9",,,Closed Lost
f773bfb8-abe9-4566-8110-e25a63c49604,No-Go,12/08/2025,12/29/2025,,11/6/2025,,"Catering for Soho Target Store Opening; Hors D’oeuvres for 60 PAX - Contact reached out to CoC via Refinery29 and Something Special Studios, not Target team","[""Executive Production""]",$25k,NY,"Client needs culinary production, but our team doesn't have bandwidth to take this on. Target team asked to attend future CoC events to experience CoC's F&B firsthand. SY 11/06",,,Declined by Us
f93c7067-fa5c-464b-bb31-4cf5449a0c85,In Progress,Retainer - 1/1/25-12/31/25,12/19/2024,1/1/2025,,,Liquor Cabinet Program,"[""Executive Production""]",,,"GD renewed 2025 contract, 1/22",,,Closed Won
f941795e-8159-4024-b295-215d6f7b4102,Warm Lead,06.28.24,6/1/2024,,6/1/2024,,Hamptons Dinner,"[""Executive Production""]",,Hamptons,"We didn't have the bandwidth to take on this event at the time, so Sue passed them to Overnight. Sue is trying to schedule a meet and greet to chat future opps - 5.30",,,Initial Contact
f94c9b0f-47d9-47a2-8731-8a759915f851,Warm Lead,October,8/11/2025,,8/27/2025,,Upcoming events in 2026 ,"[""Executive Production""]",Not disclosed,New York,"Founded by Estée Lauder’s granddaughter, Aerin Lauder, AERIN Beauty is a luxury fragrance brand inspired by Aerin’s signature style. Client is interested Event Concepting & Executive Production for consumer-facing buildouts + Creative Direction for Turnkey/Lower Budget Events they do through the year. They don't have anything specific coming up yet, but they wanted to chat with us to get the lowdown on our fees, services, and timeline needs so they can plan accordingly. FYI, originally they had that Rockefeller event, but they ended up partnering with Glossy for it and Glossy is handling all production for it, so there is no need for our services at this time.  SY, 08/27",,,Initial Contact
f955ed42-2084-4eb7-bdbf-329139a23d77,Warm Lead,TBC,8/19/2025,,8/19/2025,,Client intro - Scheduled call to share agency services; no response so far,"[""Executive Production""]",Not disclosed,TBC,Sue had lunch with Rachel and put NB in contact to share more about our services SY 08/28,,,Initial Contact
f9b43693-3c30-496c-8abf-70a7068a786a,No-Go,November & December 2025,10/7/2025,,10/22/2025,,"Dinner series in unexpected locations (beach, raw space, etc.); 3 events in 3 different cities for big name client (Client name behind NDA) - all before December 2025; Series is to promote new service for KOL/press/stakeholders.  ","[""Executive Production""]",$150K-$250K,First event: Miami,MikeTeevee sending CoC NDA to disclose further info on creative + budget. SY followed up on 10/22. SY 10/22,,,Closed Lost
f9e6ae81-1e06-4dcb-846d-8794bf085854,Warm Lead,,7/1/2024,,7/1/2024,,Monthly Dinners in 2024 to celebrate cover launches,"[""Marketing""]",,TBD,They were interested in us getting involved with their Tennis Camp events - Gaby followed up on 5/31 to try to schedule a call,,,Initial Contact
f9ff0912-97dc-4629-8c72-3684c231e44a,Warm Lead,,1/21/2025,,1/21/2025,,Arcade Home Launch Event,"[""Executive Production""]",,TBC,"Sue took the call and followed up with questions and looped Gaby in. GD, 11/18",,,Initial Contact
fa44e977-6be9-4c99-92d0-2f3879986d3d,No-Go,12/11/25,11/13/2025,,12/15/2025,,Holiday celebration with DVF community of editors and influencers,"[""Programming""]",$45k,NY,Sue let them know we can't produce but NB going to take call to chat CD + 2026. SY 11/14,45000,45000,Declined by Us
fcb579df-892a-4f42-9f08-053ed2b62de3,No-Go,6/XX/26 ,10/29/2025,,1/7/2026,,Summer of STAUD Positano Trip,"[""Programming""]",$750K-$1M,Positano,"Client went with KCD Worldwide since they also offer PR services. GD, 1/8",750000,1000000,Declined by Us
fec255d8-32d9-4d12-8842-f157e64fea94,Warm Lead,,4/23/2024,,4/23/2024,,N/a,"[""Executive Production""]",,N/a,"Gaby had a meeting with him about an in-store event, but it was three weeks away, so he's going to keep us in mind for a future dinner series he's looking to launch. Intake notes here - 4/22.",,,Initial Contact
ff4ca266-33b4-4034-a322-24a6895b8a9c,In Progress,Retainer - 1/1/25 - 6/30/25,11/20/2024,1/1/2025,7/2/2025,,221,"[""Executive Production""]",,,,,,Closed Won
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Consulting""]",,,,,,
,,,,,,,,"[""Marketing""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Event Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,services_array,,,,,,
,,,,,,,,"[""Liquor Cabinet Program""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Consulting""]",,,,,,
,,,,,,,,"[""Gifting""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Event Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Marketing""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Consulting""]",,,,,,
,,,,,,,,"[""Marketing""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Event Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,services_array,,,,,,
,,,,,,,,"[""Liquor Cabinet Program""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Consulting""]",,,,,,
,,,,,,,,"[""Gifting""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Event Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Marketing""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Consulting""]",,,,,,
,,,,,,,,"[""Marketing""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Event Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,services_array,,,,,,
,,,,,,,,"[""Liquor Cabinet Program""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Consulting""]",,,,,,
,,,,,,,,"[""Gifting""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Event Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Marketing""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Consulting""]",,,,,,
,,,,,,,,"[""Marketing""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Event Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,services_array,,,,,,
,,,,,,,,"[""Liquor Cabinet Program""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Consulting""]",,,,,,
,,,,,,,,"[""Gifting""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Event Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Marketing""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Consulting""]",,,,,,
,,,,,,,,"[""Marketing""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Event Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,services_array,,,,,,
,,,,,,,,"[""Liquor Cabinet Program""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Consulting""]",,,,,,
,,,,,,,,"[""Gifting""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Event Concepting"", ""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Marketing""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Programming""]",,,,,,
,,,,,,,,"[""Executive Production""]",,,,,,
